Date,Open,High,Low,Close
2024-05-21,45.576,45.68,44.64,44.76
2024-05-22,44.92,46.2,44.48,45.72
2024-05-23,44.8,46.92,44.56,46.36
2024-05-24,46.12,46.16,44.76,45.0
2024-05-28,44.84,46.76,44.76,45.96
2024-05-29,48.0,48.16,46.92,47.72
2024-05-30,47.76,48.48,46.68,47.56
2024-05-31,46.88,48.84,46.0,46.12
2024-06-03,45.64,47.6,45.44,45.84
2024-06-04,46.6,47.38,45.84,46.08
2024-06-05,45.48,46.48,45.04,45.24
2024-06-06,45.0,45.48,44.76,45.0
2024-06-07,44.92,45.1,44.12,44.52
2024-06-10,45.16,45.4,44.28,44.4
2024-06-11,45.0,45.6,44.28,44.44
2024-06-12,43.48,43.96,43.22,43.56
2024-06-13,43.44,44.7,43.26,43.44
2024-06-14,44.6,45.76,44.24,44.84
2024-06-17,44.92,45.48,44.164,44.76
2024-06-18,44.16,44.96,44.02,44.52
2024-06-20,44.44,46.32,44.38,46.2
2024-06-21,46.32,46.84,44.76,45.16
2024-06-24,45.44,45.52,44.32,44.8
2024-06-25,44.76,45.08,43.8,44.0
2024-06-26,44.04,44.24,43.4,43.52
2024-06-27,43.52,43.6,43.12,43.24
2024-06-28,43.16,43.8,42.88,43.68
2024-07-01,43.24,43.44,41.96,41.96
2024-07-02,42.2,42.24,41.36,41.48
2024-07-03,41.4,41.804,41.28,41.68
2024-07-05,41.52,42.16,41.46,41.84
2024-07-08,41.36,41.4,40.84,41.08
2024-07-09,41.04,41.46,40.88,41.2
2024-07-10,41.24,41.28,40.56,41.12
2024-07-11,40.64,41.86,40.576,41.36
2024-07-12,40.7,40.72,39.98,40.64
2024-07-15,40.32,41.4,40.12,41.24
2024-07-16,41.16,41.64,40.96,41.64
2024-07-17,42.64,43.54,42.08,43.0
2024-07-18,42.0,44.888,41.76,44.24
2024-07-19,44.96,46.68,44.36,46.12
2024-07-22,45.24,45.42,43.38,43.68
2024-07-23,43.68,43.88,42.68,43.32
2024-07-24,44.7,49.67,44.67,49.19
2024-07-25,48.568,51.04,46.61,49.59
2024-07-26,48.05,48.46,46.72,46.78
2024-07-29,46.37,47.25,45.68,45.91
2024-07-30,45.76,49.14,45.65,47.37
2024-07-31,46.117,46.54,44.62,46.25
2024-08-01,46.11,52.13,45.83,50.51
2024-08-02,54.46,64.45,53.82,62.68
2024-08-05,90.08,91.02,72.37,87.26
2024-08-06,77.48,80.42,62.0,70.47
2024-08-07,61.43,71.8,60.38,68.955
2024-08-08,67.74,67.74,62.61,63.47
2024-08-09,62.73,64.05,54.51,55.78
2024-08-12,54.725,56.17,51.22,54.76
2024-08-13,53.34,53.5,50.33,50.42
2024-08-14,49.48,49.9,47.06,47.14
2024-08-15,45.83,46.56,44.66,45.335
2024-08-16,46.12,46.45,45.0,45.23
2024-08-19,45.29,45.45,44.03,44.43
2024-08-20,44.74,46.439,44.52,46.17
2024-08-21,46.07,48.01,45.99,46.89
2024-08-22,46.35,49.16,46.19,48.865
2024-08-23,47.55,48.14,45.73,45.94
2024-08-26,45.66,47.05,45.57,45.9
2024-08-27,46.53,46.92,44.945,44.99
2024-08-28,45.05,48.24,44.91,47.58
2024-08-29,46.02,46.58,45.158,45.885
2024-08-30,45.04,46.0,44.36,44.5
2024-09-03,45.62,55.2,45.52,53.54
